title,link,published,source,region,country_code
【新世代通訊領袖專訪④】以AI創新與全球合作引領6G時代 - Samsung Global Newsroom,https://news.google.com/rss/articles/CBMizAJBVV95cUxOak1oNHYzcE5SQ2tyWnVXcE9xVDN4VHJpMVhrSWVvN19UbFRnTnZjeG1URklNMEY2azZ6Q3RNNHpNTWh3UGVjMEZIdUVycTZ4R1J6SEswMXJSVE9iaHcybzBEU2VzeWNuc3ZYbjYxZVFGdTl2dlQ2YWFPbXQ4VHhBUUhZOThWWU9YTDZxV0J4NGR2WEVyd3NVOFhMWDV3RlhQSXFQeVVoc2J3aENUZlVWajJvNmxUa01wVFVUZHpiakZqRW9VUm0zbTlkbWtvaUxyQmVueHVLUFBIUjAweVo1NThYZC05b3hNaEZobFpNS2NMQWZzTU1ZamcwOU8tTXRMYjNnS2k4SFBSLTBXNVMtZ29mRTctejQ0bVpDT3RTVVVfQVliLWwtVWlINGY4azZVZGxHVUw5Zll2S0kzWlFKRlhrd0pkSnNsYWE5dQ?oc=5,2025-11-06 08:00:00,Samsung Global Newsroom,Taiwan,TW
愛立信發布行動趨勢報告：6G 商用服務 2030 年登場，5G SA 為關鍵基石 - 網路資訊雜誌,https://news.google.com/rss/articles/CBMikAFBVV95cUxPOEJqZXVVSzJqZVdrMFRpUkplZkxpME5YX0hES08wODZsM0dRSUVJbGh3aXBidHBERWV3VjdFSDRjQUNQTWhBcnM0Z0ZtYUVNUGlWOUYyR0VGOGtHVHJHMERHWHM3QTNDVm1pQm5SZHo2T3ZOTzJDLVNFbTJhaDRhZ0hCOFYxd0xjd0Fjb19wVWw?oc=5,2026-01-01 01:44:25,網路資訊雜誌,Taiwan,TW
輝達攻AI-RAN 2／6G將內建AI已成共識 業者摸石子過路而電信商不急讓GPU進基地台 - 奇摩新聞,https://news.google.com/rss/articles/CBMiugNBVV95cUxNWS1KY2FiUjRDWk5wRUw5UWhqWGpHTWF2U0FKcDhOVS1MWndDd05IUlAwTlNUb3Y4UmNlYWR0ak1uVE1zX2xJdklEaE9udDY1Q1ZySno2TWJYQ0YtejZjb1RWNnZRdWRxZDhWWDUxa1NLRlZWalpwM0Z1ekgxYVJUQ1dVbl9IQWFQa2pXMGZ5a0ZnVVBnWDJGNHV1UTJidTVkaE9TalphVGVTRVlXVm9qU25oOUtQTnRFaWxIUGozNTRocHRkX04wX2sxYldZNDc2X3pRc2o1ZHhMaFBRcTBYNXNucGdJbklRNVNFUHlwN3BQVXlUSDlReHd3TjVUTExoLTAxdEtmODZjUWcyTUJfM2dnRVBYVzBHZXZtYWY2a2Z4QUd5dmtRTTFzMWxoeThuaFoyRzc0QlpxbTFkQWQ1QkhodE5MQ0JQQ203ZndjUDhRS0VxU1Z0dkVPMG5wU19rZmtrd09ZZDZlTG16ZjVweVM0LWNtNE44NmZORGJvWmdEOG84aXhCem1ITHNrdmJFVE9jbkpHZDI5OG94bTlJd1dNdDY3TndGQ2szZlhBY2ZoT0RyUVd6LS1R?oc=5,2025-12-26 08:00:00,奇摩新聞,Taiwan,TW
暌違五年 IEEE GLOBECOM匯聚全球6G頂尖專家來臺 經濟部發表我國首套6G基地台天線系統展實力 - moea.gov.tw,https://news.google.com/rss/articles/CBMijAFBVV95cUxPMlBINWN5NHNaWTlZaUpyWTFhVnh0Y1BGSU5rRmRoYWNtejh6UEtueFo5dzNOeEZhT3JYaEZQMWxieUhMeTBoSEpRNXNvekotaGFUb0pwRnhJN3YzcVhpZDBKT21xNmtpS1lob0pRNFNXWWgxclpYUU9PRzRsMFg3TERKT2x5WGllVkVSbw?oc=5,2025-12-09 08:00:00,moea.gov.tw,Taiwan,TW
布局全球6G、衛星、HAPS次世代通訊供應鏈市場，臺灣次世代通訊產業聯盟成立 - iThome,https://news.google.com/rss/articles/CBMiTkFVX3lxTFBnVVFHY1NEb3RRcXRVVkRxQVZ3UEs2ZVpacGNUdWxSYTJtUmVOUDN3OHFZWFJwbVJDS2IwN0lqcWRSZEw0LS13SmstVVFXQQ?oc=5,2025-12-01 08:00:00,iThome,Taiwan,TW
"IEEE GLOBECOM匯聚全球6G專家工研院首展自製6G基地台天線系統:6G,經濟部 - CTIMES",https://news.google.com/rss/articles/CBMikAFBVV95cUxQT0RGSkRIelNXVDNreU5KSVloVkhrZlZDdV9SUE0wbXhSUU0wa0hJd1QwTUhncm9iY0F0aExVSHZBaDZUallMM1FDYXczOWVkRnlheHUzVllwUWlqUGNSWVdVaHB3Z2pLVFBZSUt5ODZSaG9Sc042bW9fLXprMndmR09KNkdZTUhIT3JYUzk2dk0?oc=5,2025-12-09 08:00:00,CTIMES,Taiwan,TW
愛立信預測6G五年內商轉 台灣5G獨立組網布建進度成關鍵 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE5IWHZLWUtIclk4MmRJaGVHZ2lZaEZXc2t3cW9MNHJWQzBLRFN3aklNaEtIWkkySFFqVVFZUGw1MENZM2xPQWJkUGFlNmtNalk?oc=5,2025-12-30 08:00:00,news.cnyes.com,Taiwan,TW
經部發布台灣首套 6G 基地台天線 系統自主技術邁入新里程碑 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTE90VGVWSjlBZVVNWHZ1RVpPYUdiMFZoUk1jUDc2UjVra3ZwWVFENDVHbW8tSHJfTS0tQzRrTU9manZsSlBET0RUV3h6a3RMOWhVNDBQTmdNUHkyUdIBX0FVX3lxTFBhV21JYWQ2TWxJVUpFemgtcUdoOGxSREZHdl91Q3Q1TjBtbmM3YzVPNzNtTWJtZVRyVFJmT0FDTVdjZGJQWm9XM0NQZzV3NGEySGpwTDA3TmZDZ1NvLTN3?oc=5,2025-12-10 08:00:00,經濟日報,Taiwan,TW
愛立信：6G 商用化 2030 年前後登場 AI 原生網路成關鍵 - 樂聯網,https://news.google.com/rss/articles/CBMiS0FVX3lxTE9vSm9UVTJVVjRIc2Y5ZW44RVczUTM2ZXJMWGNpNTJmQzdiTkYtVzhOR2toYXdrT3B2SXktcFFFbE4xQlFpQ2tzYmRTSQ?oc=5,2025-12-30 08:31:32,樂聯網,Taiwan,TW
5G-Advanced為6G鋪路：無線網路的下一步？ - 電子工程專輯,https://news.google.com/rss/articles/CBMilgFBVV95cUxQelFRbzBOMzNZWXF1eElMQmNReGxLS1RKWVNwa0duQmpoblgwc2RwZ1lGTnBmV19PWWdfMklUdzVHWGxWa3JWb2NQeFh3Snp6V0QtVWdScnJ3azNVZW02WVB4cEY5OTZ3V1ZLbDQ0cS1mNjhDQzcwX0U4Y3FfcDZsR0hwY3JkbW1GS0h3dzd3c1V6NmR4TkE?oc=5,2025-11-07 08:00:00,電子工程專輯,Taiwan,TW
6G時代，要來了 - 鉅亨號,https://news.google.com/rss/articles/CBMiSEFVX3lxTE9DVUdHMUhXc29EZHQwbDIybEEwLWJyVVhseHNfd2xldnZLdkdZR2pSdV9fcmliQ1F2WURWLVR4dVBHaVRleHF1VA?oc=5,2026-01-04 06:25:19,鉅亨號,Taiwan,TW
6G 快來了！愛立信：2030年6G 商用服務成真 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9wamVKUDBuckRtMUJ4ZGpIOEFmNlpzeUx5WlEwSjdBSWFWRTdLdVZvR0Vjend0U3RUdllHQ2R5Z25nQW9OQzV4eG9NMHV0ZnU1NEtzd0RrWG1LQdIBX0FVX3lxTFBxSGxxZDVtcXJ0T3R6X09GQUNVOGViT1Z5R0VET1NLRVpzYmNJMm5Rb0JPamZsSzhBeTRadDgtTFVISzF3SDAyOWNVaHZDdkRsRndtLURsR3JNcU1xVFIw?oc=5,2025-12-30 08:00:00,經濟日報,Taiwan,TW
經濟部推動6G研發國際合作 工研院攜手歐盟啟動境外首座6G-SANDBOX實驗平台|科技 - 僑務電子報,https://news.google.com/rss/articles/CBMiS0FVX3lxTE5rLTg2RGJZTklWZHJJV2RhQWR1SURXTGRSdlA5LXMtVmJnZzEyLVdPWE9Ndkh3eWwySHM3c21iU3dLV1FQUVR2MjBUNA?oc=5,2025-10-07 08:00:00,僑務電子報,Taiwan,TW
新華網科技觀察丨6G與AI融合會帶來什麼？ - big5.news.cn,https://news.google.com/rss/articles/CBMirgFBVV95cUxPb3lJVHhHMUEyWGJKSU9HLUlYOEhhX2I2aHVDbXUwenZ2aEVXYmFLdEhpbjc3OVYzcGNpNnR1OFh2UmxDWVhmdThHRjJkRnU1VzJGaDEtRkVyZEFHcUU3X0x3cmZZOU9JRUJmNDJnX28zZ0tsNkZMQXU1X0tQMnN4MFJSYXpaTUtpR2FEUXFyVm1sZk90SE5VMUQya05BZGx2TmZyc1oxTDFqY1NOb2c?oc=5,2025-12-18 09:11:15,big5.news.cn,Taiwan,TW
次世代通訊將結合衛星 感測系統、原生AI晉升基建 爭6G話語權 台灣應組團強化競爭力 - 今周刊,https://news.google.com/rss/articles/CBMigAFBVV95cUxOclJsQlBhUHh5TGZkQmk3VVhTV2FoMkJ5OFpwWXpsUFFLa3lsX2FKWGVab1JGaWZrNEVkenZWNjRjeWZCNXpPWGZkMkdDaWY3R3htQ0FQY2lNc2VycURnYnRQUi1Na19NNUVfZk00NEdBYXlaTERJV0pwN0lHNEdQZg?oc=5,2025-12-03 08:00:00,今周刊,Taiwan,TW
高通十週年峰會里程碑：AI六大趨勢引領未來，2028年6G預商用設備搶佔制高點｜產業熱話｜豐雲學堂2026 年 01 月 - sinotrade.com.tw,https://news.google.com/rss/articles/CBMilwRBVV95cUxQZWlkYlR0cW04Sk8tT2JHSnpwY3Bkc0s3eHhkeWt5WEJnUTB4bmlqbWFodTh5VXlURlRwLVEzMDFxWHlxeTJEcUFDZ05VR2hOTmxxTDhjRmVRQlA3dngwSHBHX2o3VzNRZ2c1U0YyME13WVVWOFFlVV9qek9LN3JaUWtOc2FBTlE4RnAxZGFDTXNLVjdoQXktNkswNEZ6V2JWekRBTG1JMndwMm40YjVGMFlQTFpIUEhlTU4zRThENHpJMFliT1lwdF9xVFNQc3FqVUpjZVQ3YVRvYlY3X2RvTWpOTzZiV1lYbU45UmxIQlpGNkJfSjFIZ2JUMWhYWkxURlpOVFdfNGl1THVvMFoyMThuSkcxam1Lcy04THRGTTMtYmhVQUxhTjhtcE8ybUlDeW9DZXBpc1hYTU82c2RGb09CaUthcXg4R0JKOEhjT0pLN1hucnM2UTZWUjVwc2hFZzI3OUF0VEY0c2diY3MxWGFxRUZlWXkzOFpWZDVKOEtsQlJvUW9nSnczNDM2c3RtWnRkZGN4VDU4dThpck12d2NVTlF5RHYwSjBmUUdaX2xkS3plcWxjaVEzTEZoODZXMFdlaW1tUWg3d2hFd2NmM2J0RUwwOHJIcWJUT3Y1a1BzY1UxTmtLU0lfcTJSVGItVktYQ1RtcC0wWkk0R1B5bnpzRldIWk5VN3czTzBmTWFRRTcwVGJF?oc=5,2025-09-24 08:00:00,sinotrade.com.tw,Taiwan,TW
【即時新聞】聯發科布局6G加入AI-RAN聯盟，法人看好技術競爭力進逼高通 - CMoney投資網誌,https://news.google.com/rss/articles/CBMikAFBVV95cUxQUXJmcHZWNlgycS1lS0Nrb280eC1CQ1ZRVEd6bVFpRUsxUVdNODJNd3FfY1VlV0J4UVBYSWNSTEVGNUlHMXF4ZnhEdU5GU3hNYnV3Q2c4NmNHRkkwR0pKengwaGFJYTVrdk51dU1QUWdXeW1ad2VRR2dnaWNHNTB6N3JERU1XQ2dJYWt2ZHVoWnY?oc=5,2025-12-31 08:00:00,CMoney投資網誌,Taiwan,TW
《科技》行動數據流量2025年創新高AI-RAN點火、6G正式啟動標準化- 其他 - 旺得富理財網,https://news.google.com/rss/articles/CBMiakFVX3lxTE9uVXR2RGpDczlKYk1YN0FrbU9LM0dQeE8zS3p2VGVGOWw5TURuY056ZmpjdlhHVmhfYkdjWHZMaEFsVU9hWVB2M2hRSk80LXNJRXY3LUZDN05POEU1aXNVVXkwSlByUjZDTmc?oc=5,2025-12-31 08:00:00,旺得富理財網,Taiwan,TW
發改委點名推動6G量子科技 - 信報網站,https://news.google.com/rss/articles/CBMi5gFBVV95cUxOdWFUcmhIM01uVU4zMTJFNnN1V0M3VWNMR0c4QlNkSEtBVGZGRWVjSDkxMTE0Ulo3OUlZU2Rod3o0MXFQQUtFNllaMFpmMTNqa1dLaGRrMDg4bkpLdkh6UEJzWmJCOW8yWXNMT1NqNWZqNGVENGtYYy04MG1wdUZFU0xKMTczX3k4YTVWaExleHg3djBXc2xkYXFjcVNqWEpjSk9OV1ZnSFpVTG5PdVlBYmZZZkgzTDhMRjZiSkNnOXdYZlhRRmREQWhJQ0Eyb0hPUHE3cHpUUUxmWlB4VlRBVlhKUzlvZw?oc=5,2026-01-06 19:11:11,信報網站,Taiwan,TW
《 6G 無線通訊標準化產業趨勢論壇》：從 5G 投資困境到6G 全球標準話語權，臺灣產業如何卡位？ - inside.com.tw,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5YQTlFbzVHUGtieWJuc3JyVlhJLU9zRS10aVQwR21KN1dCSEpFWVZNeUVkMFh5SkVaZ3hvTVp5SllvT3VoZWZ6SzhNTE1vNnFudDlzU2w4cjhLeXB5Tlh5S3lQaw?oc=5,2025-09-18 08:00:00,inside.com.tw,Taiwan,TW
愛立信：6G全商轉 最快2029年 - 中時新聞網,https://news.google.com/rss/articles/CBMia0FVX3lxTFBTbW9VNC1kY0hPLTk4cjBmU1JtOEdVcWVKem41bU9kblhwYXctWC0wbERmblJBaFhfRGxDODlIUHdmT2ZiRm5xRW5ucnphWTBuSlBQZXRTV1E5cUNIRHJSUG5lVi1leGpaQURz?oc=5,2025-12-31 08:00:00,中時新聞網,Taiwan,TW
南京“新年第一會”聚焦AI與6G深度融合 - 人民网－江苏频道,https://news.google.com/rss/articles/CBMicEFVX3lxTFBTdEQwZEQ5ajJQV3JCdHNxQ1dQNWloaTF6a05UUk9HTldrN1M4OExXQWVmamwxYWg0eU10MkNRR01jZG5PdENJSWk4ZUR2WTRET3A2UVNWLUV2b21TU0ZpSUZZR0NJeE81MXNsZngxMEo?oc=5,2026-01-04 14:35:00,人民网－江苏频道,Taiwan,TW
陸6G技術重大進展！2035年或實現規模化商用 - 奇摩新聞,https://news.google.com/rss/articles/CBMinAJBVV95cUxPSkl6VHhhTTB1LTNQU092VFZlWS1pUkJHdmFYYWIzcDE1eG9nZjJ1X3ZBV1NmSEh6UDk0ejNSTzBhOG1UVzk5c2JXcHJTcHg0RDVKU2Q0U0dlU1ZMbzBpQlhHVVZtZGJpOWVjUXhTZ3VNSXlsQXZKS2FNM09wYWdPMUFuc1ZUTmZPblRpSld4Zzg4MUo0bGhmdEtIUVBSMkhmUlc5NkRtQy1nb2s2cDVsWUlEQzcwZzFBbFhXUmF4ZV84TVl6LWQ1TUlfMjFOSXFzM1NCdFh5Nmx2STQtaDVuTHc4RDVZbEhBV21xekJpWk45SXRMa0ZqaEdRN1E0TXJtaFk1WXZ1QTNhUVA5WVFzWEdiVlZVLWZjc3owMQ?oc=5,2025-11-30 08:00:00,奇摩新聞,Taiwan,TW
搶佔2030年6G市場先機 台灣首套6G基地台天線系統問世 - DIGITIMES,https://news.google.com/rss/articles/CBMijgFBVV95cUxPWFpnZC1aZlhNMVFqYWtyNHdzby1QTkh2bV9yUnNMdWRsTUw1Um1zcFdRRWpBTFBZcFFIa0I5ZzFnNjJKZ2xvdXlXYkR4a3VSOE4xVTQxLU1yQ01scnB5aUlja244cGZrLW1kVWlmMWEyaVpBTGV4dkZpME9hcFNKY1lpbThGdGx3TlpJM0F3?oc=5,2025-12-09 08:00:00,DIGITIMES,Taiwan,TW
Taiwan Unveils Its First 6G Base Station Antenna System at IEEE GLOBECOM 2025 - moea.gov.tw,https://news.google.com/rss/articles/CBMilwFBVV95cUxQVWFXOFdwY25YMHYtVTN2U0U1eFBHczZoQmlDOFk0bDJ1WkFuX0VQOFZGTnJRVmYwNE1BcGdoOWhhemFZb3ZCY3Y1d0RRTUdQcnRqb0hwSTBkc1U0X2VUYWNKMXZSN2pzbEktbVN4d2xtaXQ0b202VDVYT1pSbXdTS2Q3ZDRZeGxZMlNaYVdxdG4xRTRRUnk4?oc=5,2025-12-10 08:00:00,moea.gov.tw,Taiwan,TW
IEEE大會 台廠拚6G秀肌肉 聯發科、中華電等展出最新技術 - 聯合新聞網,https://news.google.com/rss/articles/CBMiUEFVX3lxTE9RSWFvazhob200TkNXUFpVN3NLbTkxTjVSVjhsclE5UzZnck1EaEFXVE96RzZCWHNob1k3YW1FUmlTdDM0Ujd4ZXpDSnZrVFFS0gFWQVVfeXFMT3pVaTF3bG1CRzlJcDF5dXdpWkJKaENCOVplXzZBdjRFcF8yOEZ5d19sakhKekYyY0pqMHZpLW5SalFuQ3pMd0c1bnAzSG1UY2lJSVM1elE?oc=5,2025-12-07 08:00:00,聯合新聞網,Taiwan,TW
2454 聯發科 - 🔥 晶片、網通廠 搶6G先機 🔥 6G時代的腳步正在悄...｜CMoney 股市爆料同學會 - CMoney,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBneElnZ2xfazVVRUJKcmxpaHpQb0xLREMtWUtoS01Rd3FKd2Z1OHJzeTBiX0JrUTM1cVBpTnZzd0tLb1BGNVFaQWlmdWNCXzZCOHNNd19adEM?oc=5,2025-12-31 08:00:00,CMoney,Taiwan,TW
是德攜手聯發科推進Pre-6G整合感測與通訊技術| 產經 - 中央社 CNA,https://news.google.com/rss/articles/CBMiXkFVX3lxTE9hNmFIYjlEQmhJMVBKUUM4MzVISVBVbjZmZktTb0dZNXJYaS1Cbm5iSlllZ09MZGFtOG5fR19jRkZySFhRT2FPeXBLSHRYMURQbEVYUWt0THV5ODFyLVE?oc=5,2025-11-17 08:00:00,中央社 CNA,Taiwan,TW
3GPP標準持續推進 6G網路雛形浮現 - mem.com.tw,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOTmU5dGxQX1JQcVktQ3ROYzVVbXdZci1WVG1qS1NKTkhXcHZnZXFJejVkc3Fma2d4YlA3WlFvejJTRklJRy1zdnQwQlp2NEp1WTFlY2J5bzRvZzcybndyRmZoRkRyUUxHcHFSbUQ0QXlERmJCRE9RVmNab1NHdk82VkdURmFUb1BfRUtmZUhVUW9CZWlCTk45b2FEdEE1am9sSkFrOEVmUGZzU2FuYTBkUTRDaU9DaW1tMFdLcy1hNFpJT05Gb2ZhUms2V3RqN3BFQTNUalA1NThxbnE0aHFOcw?oc=5,2025-08-29 08:00:00,mem.com.tw,Taiwan,TW
AI算力與5G/6G加速 台廠供應鏈強勢回升！ - 奇摩新聞,https://news.google.com/rss/articles/CBMihgJBVV95cUxNcTRsWWNTSTdnSml4VkprSEpJdmIwNnlIeWJicTRWV0g1SnE3ZEplRDVxeENXUUhFZUVNR1FHQWRSTVFtZUJrNWJkSTRaclpNblhtZFhrMV81WFVycVBfc3E1bm5OUmJxX0ZWZWRmTV9mZ0pwYUhTd2pPVGg1MWdHOEEzd2I3SmVBSWFGeUhvN19wUGlmLUJfVGJFSDdSR2c3OGhVRm1GVEhvNmtsRmxpRVdGV2RhRzJFelVJUWpBbmgzajNXT2ZOaU1CZzRzdVBKdWtVdVBpaWFoRlZZUUlMb3hueThlTWM3enFGSmJwWlJoM3hkaWF0WWdmdUx2bERldVF0Z2tR?oc=5,2025-11-06 08:00:00,奇摩新聞,Taiwan,TW
AI 教父押 6G 翻轉電信業 - 經濟日報,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9RRGJsOFZfVG5nZW1OVlNlaVh2UXBBZ1NPQnVXeVA3aTl0VXB6YkFPR2RUQWhabjM1LXVhSTNMSWh5eUZES0d3OTRwWGdycTlfeWRLdGtQOWFIUdIBX0FVX3lxTE5uemRwSjZpY281ZEo3N0lrLWVNOEc4U0FIa0R2YjlWWjVBQ3Rzc0N0VTRfZ193eXctNndtZnpaaWl0c29uSXN1cnVIeGoxSkQwYkxsMU8tYTlJOFZkWDNV?oc=5,2025-11-03 08:00:00,經濟日報,Taiwan,TW
中華電評估投資衛星終端設備商，董座：6G 時代關鍵通訊媒介 - TechNews 科技新報,https://news.google.com/rss/articles/CBMiX0FVX3lxTE9tSzVPVWJmRzhDcUtIbnZFRVRfdk50Q1BnektnVE5RRG1pMEZqXzliLXlyNXhuU2g2b3p2SnlaaHprMVpaRWZZRm52WEpkZGJBMkhuLVEtZk9TUDFfbUNR?oc=5,2025-11-27 08:00:00,TechNews 科技新報,Taiwan,TW
聯發科任IEEE GLOBECOM會議主席推進6G新世代- 新聞 - MoneyDJ,https://news.google.com/rss/articles/CBMikgFBVV95cUxPQ3BIcDduLTVjRGJVM25LX2FrQ2hwWmZwODlmUDF6Y1F1SVF6YkhzMjJMdGV1U2w4cndpMzIxWDFUVV9OZE1GZXFHU3RXVTNaLUZYMkVtaG5hMmxidXhaWVF4LVI1ZDFsblM1VnU3dndDTF9mQmItbDQtdnBESS1NNlVDZlNXd0pYM3ZPOGFDUnpMQQ?oc=5,2025-12-09 08:00:00,MoneyDJ,Taiwan,TW
6G商轉不走5G老路 專家籲聚焦用戶體驗與商模 - DIGITIMES,https://news.google.com/rss/articles/CBMijgFBVV95cUxNRXZINGJCUlRibWYzWWU5QVJaal9tNWU3eTFHQmk0a3A3Q3pJVHlrVmxoRHlzalZpVGhaRFRvd04xOVVfYWZaSERoUHV0WHJ1cFRQMzhzNXlxc096N01PUGJNX1dEYXJuaWRNS3N3aWNQV2lLbXFuWXZLVWZDcmpjMEYwcms1Q2NKdUFGRFhn?oc=5,2025-09-16 08:00:00,DIGITIMES,Taiwan,TW
次世代通訊國家隊進擊 6G 中華電、遠傳、和碩等組新聯盟 - 經濟日報,https://news.google.com/rss/articles/CBMiW0FVX3lxTE9VQWxsak1WbkNtN0lnVXJhejBPV3VnRG53T3pXMVZyVnlmRlR6R3V2MUlRQWpOQW03RjVvSXU3Mm13ZWFiM0Y1eklITnh2OU5VYTF1SDc4TnJZSGPSAWBBVV95cUxNSVNTS0pVVGllcVphNmlyc0d4dmhqNHEzdE52d1hvVjBDY2hnQWZ6anBoVURlTTBFZTJnVGoxYkVBQzZWUEhOZTY2WFEwODFUa3pJQjhSejRPM0pVRThZTkc?oc=5,2025-12-02 08:00:00,經濟日報,Taiwan,TW
臺灣6G技術拓展團 赴歐開啟6G國際合作 - itri.org.tw,https://news.google.com/rss/articles/CBMivwFBVV95cUxQd2Zlbkl0NjlpMzI2ZUZtUjM5Q0dTeTNTWDZDSzhfYm9XTnBYSTBUdW9iYzRFekhLdDBqTlJ3dXg5Mk1HYnp0NFFDN3JIaWJjZWZ2WXltMF9kUmtvSFhsYVlYd2F4QnhCZVMwOGtSdE1KT1VlN2hwTnZGTlhWbUNzRnFTTHpGc0o3TkJ5d1VZUUJoeXZHVldJcFVBMUlqaVpGYXN6WlZGS0lnSUFSdnhvaWtzcHF1czVqdDVLY1l5UQ?oc=5,2025-08-15 08:00:00,itri.org.tw,Taiwan,TW
台灣次世代通訊聯盟成立 逾50家台廠合攻6G、衛星 - 中央社 CNA,https://news.google.com/rss/articles/CBMiXkFVX3lxTFBsWFQ1OERiWVJHR2pkcTBBRmNpRW41cEdYQ295WWpWbmZTeGFuVWprWllqTUNIZ1lpMURwR1d2RTRlcmFrZEIxMW5aVHJpZGZVUjBLc0c1TkZKVzlsd1E?oc=5,2025-12-01 08:00:00,中央社 CNA,Taiwan,TW
是德攜手聯發科 推進Pre-6G整合技術 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9aRVdYN0NtZ2pzR01oa2VXa3dSdmpMTEs4YXFPVVQydW5vUHB1akVIM3RoTHZQQjBaNVF2ZlBDbkJlVFhlU2NiRW5UVFJUUlU?oc=5,2025-11-17 08:00:00,news.cnyes.com,Taiwan,TW
【Anritsu Tech Forum 2025】無線通訊技術革新峰會 – 開啟 6G 智慧連結的未來藍圖 - 電子工程專輯,https://news.google.com/rss/articles/CBMijAFBVV95cUxOR3FHVktoY3RhbTZobVl3UlUyNndCOGlKdU1ieHpCRzk5bDh6TXdnM2Y0WkJ0YzFGYV9EckpfaTJ2aVl6cVk1WVcxY0Y2M2p4RWZCNGR0alV6ejhZN0t3eVdSN2NYcDQ4OWd0ZE40YUNlLTlDd2FLY09jYklvOWtsQ3B5MFpaWldiMWpKNQ?oc=5,2025-12-19 08:00:00,電子工程專輯,Taiwan,TW
愛立信：全球5G滲透率2027年超越4G 6G標準版本明年拍板、2030年商轉| 太報 - LINE TODAY,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5OMVBZc2N2NDlKTnJ6YWFlbkJtNmZEQlVPdEpjcDE5Rk5pLW9fcVJtU09sQ0FQa3lmRHd2QTZGczl5cjIza0loRHFXc0t5TEFpa2hQc3B3?oc=5,2025-12-29 08:00:00,LINE TODAY,Taiwan,TW
陸電信三雄 大打6G前哨戰 - 聯合新聞網,https://news.google.com/rss/articles/CBMiUEFVX3lxTE0xOWgzRUxHU0hxdXZYUTdRTVVFejB5OHhQU3c3TUFJU1htNmc2MEFVOEw0b1diZUJ5LVdLQUIwUlBsWl8xVEFUZ2pCczAxNkdS0gFWQVVfeXFMTnJ5cnFzSDdLVWt5SUVpSTJlSjN5YWRjcnd0Ti1RUXVnTmRJdUl6bHQzd19lRWRCbjlTcGtUQk5vLTBaeHk3bkRkT1lUc2lPeG1RSjZfRlE?oc=5,2025-10-24 08:00:00,聯合新聞網,Taiwan,TW
經部於IEEE GLOBECOM會議首秀6G基地台天線系統- 新聞 - MoneyDJ,https://news.google.com/rss/articles/CBMikgFBVV95cUxQUi1qd1g4WFR0XzhsVVQ3QnJnZjJ0SlpGLXdrUVFCdzhjd1FDZ0JsYXJxZHlOTElId2hJQXUzUzJuQVpyRXNBcmV0VVBVYVlGTUZDVGN5NUJaMDAzSFpKQ2JJMWZLcWM4WFloc3czVjhQNXhRcTlZQjVnS19EOGdtWjMzeExlX1plOEt3NkNzUWM3Zw?oc=5,2025-12-09 08:00:00,MoneyDJ,Taiwan,TW
中國成功研製全球首顆全頻段6G晶片！引領通訊技術新突破 - news.cnyes.com,https://news.google.com/rss/articles/CBMiT0FVX3lxTE9UQm5KS2RZdi0xOXNGTGU4VlAzWTVhdktiY0tEaTIyb01KbTVsZzBKcHlXVTAzcWZsOXFSaGp5elZwLUpoV2tTOVR2VVBMbnc?oc=5,2025-08-31 08:00:00,news.cnyes.com,Taiwan,TW
臺灣6G技術拓展團赴歐開啟6G國際合作| 雜誌 - 聯合新聞網,https://news.google.com/rss/articles/CBMiUEFVX3lxTE1MYm53TjctNEZsNGFaTHRLcEFPOHM0Q19oVlRvUnZWQ001cHE3Vlp0SDlLc1pGSzd1aXg2SmZjZHRkY21QSHlHYjIxejFQODAx?oc=5,2025-08-31 08:00:00,聯合新聞網,Taiwan,TW
工信部：加強6G與工業融合研究 - 聯合新聞網,https://news.google.com/rss/articles/CBMiUEFVX3lxTFBOOUZmVWdxM0NUMXhHLUp3UWxZdG96aGVzRmNMUVpRU0ZhaGtzX01jTmlKYkRrRmJ1c1puWUxaMjNTZVRSMVZIc0NuUzhGY01P0gFWQVVfeXFMUG1NRWlwZ1h5clB4UWlhYmR0MTE5MnRoWWdoYzlfQU9QLXp0Q0hxMjljMXBEa2E3ZXJsOWhYdEU0SE1abGR6Rm9Xa0FBeTVxdXFIMlctOHc?oc=5,2025-11-25 08:00:00,聯合新聞網,Taiwan,TW
